ID,SPEED,TRAVEL_TIME,STATUS,DATA_AS_OF,LINK_ID,LINK_POINTS,ENCODED_POLY_LINE,ENCODED_POLY_LINE_LVLS,OWNER,TRANSCOM_ID,BOROUGH,LINK_NAME
319,56.54,170,0,1/14/2018 7:53,4362251,"40.7537504,-73.744391 40.75605,-73.740851 40.7576705,-73.738391 40.7591904,-73.735841 40.7596604,-73.734851 40.75999,-73.73388 40.7607206,-73.73196 40.76113,-73.731051 40.76178,-73.72999 40.76274,-73.72851 40.7633104,-73.727421 40.7638,-73.72609 40.76408,",}uvwFlebaMkMcUcIkNoH}N}AeEaAaEqC_KqAuDaCsE_EgHqByEaBiGw@kDi@wE,BBBBBBBBBBBBBB,NYC-DOT-Region 10,4362251,Queens,LIE WB LITTLE NECK PKWY - NB CVE
164,47.84,97,0,1/8/2018 15:22,4456497,"40.79932,-73.82809 40.8006,-73.82895 40.8047004,-73.83146 40.8114405,-73.83571 40.8120204,-73.836031 40.8124904,-73.836211 40.8128505,-73.836261 40.8148205,-73.83629",wr_xFppraM_GjDsXtNci@pYsB~@}Ab@gAHiKD,BBBBBBBB,NYC_DOT_LIC,4456497,Queens,BWB N Queens Anchorage - Toll Plaza
213,36.66,64,0,1/2/2018 22:51,4456450,"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972",i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@|@\xBrA~@z@dBnD,BBBBBBBBBBBBBBBBBBBBBBB,MTA Bridges & Tunnels,4456450,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
167,48.46,131,0,12/28/2017 6:52,4616312,"40.7992604,-73.828251 40.79751,-73.827091 40.795711,-73.8258 40.7932906,-73.82419 40.7925904,-73.82378 40.791681,-73.823501 40.7907606,-73.823421 40.7886106,-73.82362 40.7870405,-73.82414 40.78439,-73.8247 40.78249,-73.825031 40.7817,-73.82527 40.78065,-7",kr_xFpqraM|IgFfJaGbNaIjCqAtDw@vDOlLf@xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBnElFhElHbAxB,BBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616312,Queens,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl)
427,8.07,1061,0,12/22/2017 14:52,4616259,"40.7279205,-73.83298 40.7268904,-73.83239 40.72639,-73.832001 40.7257505,-73.83126 40.724951,-73.830031 40.724301,-73.829141 40.7236905,-73.82848 40.7229,-73.827801 40.7209605,-73.826541 40.7204005,-73.82634 40.71958,-73.82621 40.718861,-73.82634 40.71746",otqwFbosaMlEuBbBmA~BsC~CuF`CqDxBcC|CgCbK{FnBg@bDYnCXvGb@lADvAA~AUhBm@zA{@vCsCzB_BtEkDzIuKxAiBnGcFbHuDpPaIlN_F,BBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616259,Queens,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave)
436,60.27,85,0,12/16/2017 19:47,4616202,"40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.",s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE|DlGnEbGxDxDzMdL,BBBBBBBBBBBBBB,NYC_DOT_LIC,4616202,Staten Island,WSE S ARDEN AVENUE - BLOOMINGDALE ROAD
435,60.89,99,0,12/11/2017 3:52,4616198,"40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711",kx|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M,BBBBBBBBBB,NYC_DOT_LIC,4616198,Staten Island,WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
215,14.91,457,0,12/5/2017 11:47,4616329,"40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472",slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD,BBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616329,Manhattan,FDR N 25th - 63rd St
381,36.66,43,0,11/29/2017 19:12,4616194,"40.608031,-74.13212 40.60759,-74.1409",egzvFt|mcMvA|u@,BB,NYC_DOT_LIC,4616194,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.84,33,0,11/23/2017 23:33,4616194,"40.608031,-74.13212 40.60759,-74.1409",egzvFt|mcMvA|u@,BB,NYC_DOT_LIC,4616194,Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
338,27.34,188,0,11/18/2017 7:33,4616255,"40.81376,-73.93128 40.8127206,-73.9316 40.8121104,-73.93169 40.81148,-73.93161 40.81091,-73.931261 40.81044,-73.93079 40.8082604,-73.927901 40.80772,-73.9269 40.80653,-73.923971 40.80503,-73.92024 40.8037906,-73.917471 40.8036,-73.916931 40.803411,-73.915",_mbxFnufbMnE~@xBP|BOpBeA|A}ArLaQjBgElFiQjHiVvFiPd@kBd@_EB{DQcBi@uB{@cCcEmL??wCcI_AyCgEwMo@wAa^{j@eGiJcAiAyB}Bya@gc@_A{@sFgJcC}CK_@cGm{@uAmS,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616255,Bronx,MDE N RFK Bridge - 142nd St
365,0,0,-101,11/12/2017 15:13,4456510,"40.741534,-73.95406001  40.7415,-73.95491001  40.742526,-73.95976  40.743125,-73.96152001  40.745436,-73.96631001  40.746234,-73.96946001  40.745835,-73.97259001  40.74598,-73.97347  40.746704,-73.97515",qitwFzckbMDhDkEh]wB~ImM|\_DtRnApR]nDoCnI,BBBBBBBBB,NYC_DOT_LIC,4456510,Queens,QMT W Toll Plaza - Manhattan Side
177,0,0,-101,11/6/2017 22:38,4616309,"40.8464305,-73.93213 40.8458904,-73.930331 40.84516,-73.92739 40.84478,-73.925401 40.8447106,-73.92412 40.84478,-73.92246 40.844891,-73.92045 40.8451105,-73.91534 40.8451305,-73.91194 40.8451105,-73.910811 40.84503,-73.909371",eyhxFxzfbMjBiJpCiQjAoKL_GMiIUqKk@}^CgTBcFN_H,BBBBBBBBBBB,NYC_DOT_LIC,4616309,Bronx,CBE E AMSTERDAM AVE(U/LVL) - MORRIS AVE
426,59.03,116,0,11/1/2017 3:28,4616272,"40.7024204,-73.816481 40.700841,-73.815751 40.69726,-73.81382 40.6959105,-73.812981 40.68863,-73.808861 40.6775105,-73.803261 40.67445,-73.80181",culwF~gpaMzHqCjUaKlGgDnl@wXndA_b@bRaH,BBBBBBB,NYC_DOT_LIC,4616272,Queens,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd)
213,35.41,66,0,10/26/2017 11:33,4456450,"40.80069,-73.92878 40.8013005,-73.930181 40.8014104,-73.93057 40.80143,-73.93084 40.80133,-73.93106 40.8011404,-73.931261 40.80084,-73.931271 40.8006704,-73.93115 40.8005206,-73.930951 40.8001805,-73.930151 40.8705,-73.929931 40.7998905,-73.92972 40.79972",i{_xFzefbMyBvGUlACt@Rj@d@f@z@@`@W\g@bA_DTk@b@i@`@a@n@YhAKjGYp@M`DTtCf@|@\xBrA~@z@dBnD,BBBBBBBBBBBBBBBBBBBBBBB,MTA Bridges & Tunnels,4456450,Manhattan,FDR N - TBB E 116TH STREET - MANHATTAN TRUSS
347,38.52,185,0,10/20/2017 19:18,4456477,"40.77223,-73.919941 40.77367,-73.92198 40.7744206,-73.92278 40.77714,-73.924911 40.781071,-73.92788 40.78311,-73.929421 40.7837106,-73.929871 40.7842205,-73.93008 40.78477,-73.93017 40.78549,-73.93011 40.78604,-73.92991 40.78665,-73.92953 40.78972,-73.926",mizwFrndbM_HvKuC~C_PhLqWpQwKrHwBxAeBh@mBPoCKmBg@yBkAeRwOgFqDqGwFmDgDwE{DiJyHqDkCsGmE{DsCwCmByGoE}AcAmAo@,BBBBBBBBBBBBBBBBBBBBBBBBB,MTA Bridges & Tunnels,4456477,Queens,MDE S TBB EXIT RAMP - QUEENS ANCHORAGE
215,19.88,339,0,10/15/2017 0:32,4616329,"40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472",slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD,BBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616329,Manhattan,FDR N 25th - 63rd St
191,49.08,87,0,10/9/2017 8:18,4620331,"40.8465405,-73.932021 40.84611,-73.93075 40.8452706,-73.92726 40.84496,-73.925931 40.8448206,-73.924811 40.8448206,-73.923691 40.84501,-73.92041 40.84523,-73.91556 40.8452404,-73.91198 40.8452006,-73.91082",{yhxFbzfbMtA}FfDyT|@iGZ_F?_Fe@oSk@i]AkUFgF,BBBBBBBBBB,PA-GWBridge,4620331,Bronx,CBE W MORRIS AVE - GWB W AMSTERDAM AVE (U/LVL)
110,0,0,-101,10/3/2017 16:13,4616281,"40.5256,-74.23039 40.52551,-74.23214 40.52539,-74.23344 40.52526,-74.23765 40.52493,-74.24395 40.5247,-74.24803 40.52455,-74.25073 40.5243,-74.25314 40.52419,-74.25536 40.52419,-74.25623 40.52458,-74.26033 40.52477,-74.2621 40.52528,-74.26624 40.52548,-74",_djvF|badMP|IV`GXhY`Ajf@l@pX\zOp@`NTxL?nDmApXe@bJeBxXg@jFsDtO,BBBBBBBBBBBBBBB,NYC_DOT_LIC,4616281,Staten Island,440 N FRANCIS STREET - WSE N TYRELLAN AVE
184,50.33,50,0,9/27/2017 20:33,4616253,"40.8347204,-73.86593 40.83357,-73.86199 40.8327305,-73.8592 40.8312,-73.85409 40.83017,-73.85069 40.83015,-73.85071 40.8301304,-73.850731 40.8301105,-73.850731",_pfxF`}yaMdFsWfDmPpH}^lEgTBBBBB,BBBBB,NYC_DOT_LIC,4616253,Bronx,CBE E TAYLOR AVENUE - CASTLE HILL AVENUE
110,0,0,-101,9/18/2017 5:58,4616281,"40.5256,-74.23039 40.52551,-74.23214 40.52539,-74.23344 40.52526,-74.23765 40.52493,-74.24395 40.5247,-74.24803 40.52455,-74.25073 40.5243,-74.25314 40.52419,-74.25536 40.52419,-74.25623 40.52458,-74.26033 40.52477,-74.2621 40.52528,-74.26624 40.52548,-74",_djvF|badMP|IV`GXhY`Ajf@l@pX\zOp@`NTxL?nDmApXe@bJeBxXg@jFsDtO,BBBBBBBBBBBBBBB,NYC_DOT_LIC,4616281,Staten Island,440 N FRANCIS STREET - WSE N TYRELLAN AVE
223,36.66,72,0,9/12/2017 11:02,4616341,"40.70908,-73.9959 40.70895,-73.996941 40.70882,-73.997611 40.70861,-73.99827 40.70841,-73.998731 40.7082204,-73.99911 40.70806,-73.99937",w~mwFjisbMXnEXdCh@bCf@zAd@jA^r@,BBBBBBB,NYC_DOT_LIC,4616341,Manhattan,FDR S Catherine Slip - BKN Bridge Manhattan Side
150,5.59,1618,-101,9/6/2017 17:59,4616340,"40.7016405,-73.991121 40.70158,-73.99033 40.7014405,-73.98932 40.70123,-73.98797 40.7011505,-73.987461 40.70094,-73.986521 40.70073,-73.985921 40.70055,-73.985581 40.70029,-73.985211 40.76,-73.984951 40.69975,-73.984681 40.6995605,-73.984551 40.69944,-73.",gplwFnkrbMJ}CZiEh@mGNeBh@{Dh@wBb@cAr@iAl@s@|@u@d@YVGl@A^JTVVn@Dt@Gl@Uf@i@j@eA~@gCjAyDhBcCfA_A`@cB|@wIbEgF~BuPdI}SzI{KbFeGtC{CJ,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616340,Manhattan,BQE N Atlantic Ave - MAN Bridge Manhattan Side
445,16.15,354,0,9/1/2017 1:58,4456494,"40.7262006,-74.01112 40.7252805,-74.01128 40.7218105,-74.011981 40.7195505,-74.012471 40.71654,-74.013231 40.714451,-74.01376 40.71251,-74.01429 40.7108405,-74.014721 40.7086904,-74.01542 40.7079305,-74.01572 40.7072,-74.01598",wiqwFnhvbMvD^xb@lFxQvCrb@hHlLjChHnBPgBh@gA|@WzANnDv@|Cl@|ATvBT`E?fFKzD{@zDcAvC}@dD}@zFaBtF}AtF{ApH}DnIqEnOcI~McHxLeGlHcCjHeF,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4456494,Manhattan,West St S Spring St - BBT Manhattan Portal outbound
379,0,0,-101,8/26/2017 9:23,4763650,"40.60408,-74.052241 40.6036605,-74.05356 40.6033506,-74.05459 40.6029905,-74.055641 40.60213,-74.058271 40.60186,-74.05915 40.601741,-74.060121 40.60172,-74.06095 40.60179,-74.06175 40.6018506,-74.062621 40.60201,-74.063791 40.6021804,-74.06444 40.6039305",onyvFni~bMrAfG|@lEfApEjDlOt@nDV`EBdDM~CKlD_@hFa@`C}Il\,BBBBBBBBBBBBB,NYC_DOT_LIC,4763650,Staten Island,SIE E VNB E FINGERBOARD ROAD - SI GANTRY LOWER LEVEL
265,0,0,-101,8/20/2017 15:23,4620298,"40.8462505,-73.932161 40.846951,-73.933641 40.8484204,-73.937041 40.8490306,-73.93994 40.8493804,-73.94181 40.8499005,-73.944651 40.8509,-73.950381 40.85139,-73.95283 40.85186,-73.95525 40.852771,-73.95957 40.85302,-73.96052 40.8531905,-73.96133 40.853280",axhxF~zfbMkCfHeHfTyBbQeAtJgBvPgExb@aBhN}AbNuD~Yq@|Da@`DQpCY|F,BBBBBBBBBBBBBB,PA-GWBridge,4620298,Manhattan,GWB E LOWER LEVEL PLAZA - CBE E LOWER LEVEL AMSTERDAM AVE
375,0,0,-101,8/14/2017 20:22,4616193,"40.61052,-74.09769 40.6101,-74.10893 40.61028,-74.1105 40.61097,-74.113 40.6110705,-74.115671 40.61079,-74.11726 40.60938,-74.12241 40.6084306,-74.127401 40.60804,-74.13212",wvzvFpegcMrAfeAc@vHiCtNSrOv@|HxGf_@|Db^lAp\,BBBBBBBBB,NYC_DOT_LIC,4616193,Staten Island,SIE E BRADLEY AVENUE - CLOVE ROAD
388,11.18,166,0,7/19/2017 17:11,4616211,"40.6151706,-74.15738 40.61739,-74.16056 40.6205405,-74.16683 40.6209604,-74.16791 40.6210504,-74.168191 40.6211906,-74.16874",ys{vFrzrcM{LzRuRdf@sAvEQv@[lB,BBBBBB,NYC_DOT_LIC,4616211,Staten Island,SIE W RICHMOND AVENUE - SOUTH AVENUE
153,6.21,1099,0,6/21/2017 0:21,4616235,"40.69153,-73.99911 40.6922605,-73.99937 40.6928906,-73.99937 40.6933406,-73.99925 40.69406,-73.99898 40.695,-73.99853 40.697371,-73.99741 40.699431,-73.99642 40.69977,-73.9962 40.7001405,-73.99584 40.7004504,-73.995421 40.7007905,-73.994881 40.7010805,-73",}sowFx_jbMwDgHuHgOgG}LqBkDmB}CeCeFoD{Hg@qAcAgGuC_Qy@{D}AwD_CqD{BuC{BuCyBcCcEyDqEuCiIuEsBkBiBuBoAqBs@aBeB{FwAgI,BBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616235,Brooklyn,BQE N LEONARD STREET - 46TH STREET
428,21.75,207,0,5/25/2017 7:57,4616241,"40.7626006,-73.839671 40.7613906,-73.83898 40.7610504,-73.83887 40.7605406,-73.83879 40.76001,-73.838821 40.75831,-73.83897 40.75788,-73.8389340.75562,-73.83847 40.75513,-73.83834 40.75455,-73.83811 40.7513,-73.835911 40.75041,-73.8353 40.7498406,-73.8350",gmxwF|xtaMpFiCbAUdBOhBDrI\tAGbM{A`BYrBm@hSwLpDyBpBw@|A_@jBMrCLbEjA~BdBjCvBf@XnAlAbBhAvB|@xAZdBRtABjCItKoBpGmAvTcAfCc@|EeBt`@oP,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,NYC_DOT_LIC,4616241,Queens,VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
